Sira_ID,API_ID,Urun_Ismi,Urun_Barkodu,Muadil_Barkodlari,Gorsel_Path
7437,151606,DOCETU 20 MG IV INF. COZ. 1 FLK,8699650772430,[],"[""images/151606/1.jpg"", ""images/151606/2.png""]"
7438,151607,DOCETU 80 MG/ 4ML IV INF 1 FLK,8699650772447,"[""8699541761093"", ""8699828690146"", ""8699541761093"", ""8699828690146""]","[""images/151607/1.jpg""]"
7439,151611,EPIRITU 10 MG 5 ML FLK,8699650772140,[],"[""images/151611/1.jpg""]"
7440,151614,CARPLATU 150 MG IV FLK,8699650772096,"[""8699525775900"", ""8699828770015"", ""8699525775900"", ""8699828770015""]","[""images/151614/1.png""]"
7441,151615,CARPLATU 450 MG/45 IV FLK,8699650772089,"[""8699525775917"", ""8699828770213"", ""8699525775917"", ""8699828770213""]","[""images/151615/1.png""]"
7442,151618,GEMTU 1000 MG/10ML FLK,8699650792070,"[""8699828790099""]","[""images/151618/1.png""]"
7443,151623,CIPINTU 50 MG/50 ML COZ,8699715772023,"[""8699828770077"", ""8699828770077""]","[""images/151623/1.png""]"
7444,151625,"MEKSRATU 10 MG/0,4 ML HAZ 1 SRN",8699715952074,"[""8699525950017"", ""8699828950196"", ""8699514950189"", ""8699525950017"", ""8699828950196"", ""8699514950189""]","[""images/151625/1.png""]"
7445,151626,"MEKSRATU 15 MG/0,6 ML HAZ 1SRNG",8699715952081,"[""8699525950031"", ""8699514950196"", ""8699525950031"", ""8699828950219"", ""8699514950196""]","[""images/151626/1.png""]"
7446,151627,"MEKSRATU 20 MG/0,8 ML HAZ 1SRNG",8699715952098,"[""8699525950048"", ""8699514950202"", ""8699525950048"", ""8699828950233"", ""8699514950202""]","[""images/151627/1.png""]"
7447,151628,MEKSRATU 25 MG/1 ML HAZ. 1 SRNG,8699715952005,"[""8699514950219"", ""8699514950219"", ""8699828950257""]","[""images/151628/1.png""]"
7448,151629,SOLG.BCAA PLUS 50 V KAP,033984001954,[],"[""images/151629/1.jpg"", ""images/151629/2.png"", ""images/151629/3.jpg""]"
7449,151630,FLORAMAX 10 SASE,8681990355046,[],"[""images/151630/1.png"", ""images/151630/2.jpg"", ""images/151630/3.png"", ""images/151630/4.png"", ""images/151630/5.jpg""]"
7450,151655,CAPILA KREM KUKURTLU 250 ML,8699512849249,[],"[""images/151655/1.jpg""]"
7451,151656,COMFELL PLUS YARA ORT10CM*10CM-,5708932682190,[],"[""images/151656/1.jpg""]"
7452,151657,COMFELL PLUS YAR ORT 15CM*15CM-,5708932210812,[],"[""images/151657/1.jpg""]"
7453,151660,DIYABETIK AYAK KREMI 75 ML-,5701780718011,[],"[""images/151660/1.png""]"
7454,151668,JAKAVI 10 MG 56 TB,8699504012248,[],"[""images/151668/1.png""]"
7455,151672,YOUPLUS VIT C&CINKO&PROPOLIS,8699514020158,[],"[""images/151672/1.jpg"", ""images/151672/2.jpg"", ""images/151672/3.jpg""]"
7456,151673,ENJ 10 CC 3 PARCA YESIL ALV,8680075449915,[],"[""images/151673/1.jpg""]"
7457,151674,ENJ 10 CC 3 PARCA SIYAH ALV,8680075449878,[],"[""images/151674/1.jpg""]"
7458,151675,ENJ 5 CC 3 PARCA YESIL ALV,8680075449922,[],"[""images/151675/1.jpg""]"
7459,151676,ENJ 5 CC 3 PARCA SIYAH ALV,8680075449885,[],"[""images/151676/1.jpg""]"
7460,151688,PROBEST DIGESTIVE 20 KAP,8699514150800,[],"[""images/151688/1.png"", ""images/151688/2.png""]"
7461,151690,DIOFOL 60 TB.,8681689328115,[],"[""images/151690/1.jpg"", ""images/151690/2.jpg""]"
7462,151691,NATURALNEST OMEGA3 60 KAP.,8697595877128,[],"[""images/151691/1.png"", ""images/151691/2.png""]"
7463,151692,NATURALNEST MAGNEZYUM 60 TB,8697595877098,[],"[""images/151692/1.png"", ""images/151692/2.png""]"
7464,151693,NATURALNEST BETA GLUKAN 30 KAP,8697595877081,[],"[""images/151693/1.png"", ""images/151693/2.png""]"
7465,151694,NATURALNEST VITAMIN B12 60 TB.,8697595877104,"[""8680133000638"", ""8680133000775"", ""033984019508"", ""8699586053702"", ""8680512627364"", ""8683229900164""]","[""images/151694/1.png"", ""images/151694/2.png""]"
7466,151695,NATURALNEST VITAMIN K2 30 KAP.,8697595877074,[],"[""images/151695/1.png"", ""images/151695/2.png""]"
7467,151696,NATURALNEST KOENZIM Q10 30 KAP,8697595877012,[],"[""images/151696/1.png"", ""images/151696/2.png""]"
7468,151699,NATURALNEST D3 600 IU 10 ML,8697595877043,"[""8699680590035"", ""8697595871492""]","[""images/151699/1.png"", ""images/151699/2.png""]"
7469,151700,NATURALNEST D3 1000 IU 10 ML,8697595877036,[],"[""images/151700/1.png"", ""images/151700/2.png""]"
7470,151701,NATURALNEST D3K2 DAMLA 10 ML,8697595877067,[],"[""images/151701/1.png"", ""images/151701/2.png""]"
7471,151702,NATURALNEST FISHY SURUP 150 ML,8697595877135,[],"[""images/151702/1.png"", ""images/151702/2.png""]"
7472,151703,NATURALNEST MULTY 150 ML,8697595877142,[],"[""images/151703/1.png"", ""images/151703/2.png""]"
7473,151704,NATURALNEST IMMY 150 ML,8697595877159,[],"[""images/151704/1.png"", ""images/151704/2.png""]"
7474,151705,OCEAN METHYL B12 500MCG SPRY 5M,8697595871980,"[""8699216520208""]","[""images/151705/1.png"", ""images/151705/2.jpg""]"
7475,151713,MILUPA OS 2 SECUNDA 500 GR,8699745018948,[],"[""images/151713/1.png""]"
7476,151718,FRENAG FORT %3 30 GR JEL,8680008040295,"[""8699591340026"", ""8683555350015"", ""8699591340026"", ""8680150340021""]","[""images/151718/1.jpg""]"
7477,151726,TRIGAST 10MG/800MG/165MG 12 TB,8680760080218,"[""8699680080093"", ""8699680080109"", ""8699680080093"", ""8681428081998"", ""8699680080109""]","[""images/151726/1.jpg"", ""images/151726/2.jpg""]"
7478,151729,LAXAQUEST 10 TB,7640178390331,[],"[""images/151729/1.jpg"", ""images/151729/2.jpg""]"
7479,151738,ACNELYSE %0.05 20 GR KREM,8699514350118,"[""8680771491010"", ""8699708350054""]","[""images/151738/1.png""]"
7480,151744,KARDORITM 5 MG 30 TB,8699262090601,"[""8699228090041"", ""8699228090041"", ""8680199009538""]","[""images/151744/1.png""]"
7481,151745,KARDORITM 10 MG 30 TB,8699262090618,"[""8699228090058"", ""8699228090058""]","[""images/151745/1.png""]"
7482,151749,FLEXAR 30 TB,8699543003344,[],"[""images/151749/1.png""]"
7483,151751,HEKSORAL PASTIL BAL-LIMON-VIT.C,8699789004198,[],"[""images/151751/1.jpg"", ""images/151751/2.jpg""]"
7484,151752,HEKSORAL PASTIL NANE-MENTOL-ZEN,8699789004174,[],"[""images/151752/1.jpg"", ""images/151752/2.jpg""]"
7485,151753,HEKSORAL PASTIL PORTAKAL-VIT.C,8699789004181,[],"[""images/151753/1.jpg"", ""images/151753/2.jpg""]"
7486,151758,NINLARO 4 MG 3 KAPSUL,8699456150050,[],"[""images/151758/1.jpg"", ""images/151758/2.png""]"
7487,151759,NINLARO 3 MG 3 KAPSUL,8699456150043,[],"[""images/151759/1.png"", ""images/151759/2.jpg""]"
7488,151760,"NINLARO 2,3 MG 3 KAPSUL",8699456150036,[],"[""images/151760/1.jpg"", ""images/151760/2.png""]"
7489,151813,TIOUMIT 18 MCG 30 KAP,8680865270064,"[""8699525550033"", ""8699693550019"", ""8680760150317"", ""8699514550006"", ""8699693550019"", ""8680760150317"", ""8699514550006""]","[""images/151813/1.jpg"", ""images/151813/2.jpg"", ""images/151813/3.png"", ""images/151813/4.jpg""]"
7490,151844,ARYPEZ 5 MG 28 TB,8699578090142,"[""8699680090184"", ""8699680090030"", ""8699543090467"", ""8699543090474"", ""8681308091062"", ""8699540096417"", ""8699536090429"", ""8699514097075"", ""8699514097082"", ""8699680090184"", ""8699680090030"", ""8699543090467"", ""8699543090474"", ""8681308091062"", ""8699540070127"", ""8699540096417"", ""8699536070186"", ""8699536090429"", ""8699514097075"", ""8699514080275"", ""8699514097082""]","[""images/151844/1.jpg""]"
7491,151848,PEXA XR 3.75 MG 30 TB,8699543030296,"[""8699514031284"", ""8699514031284""]","[""images/151848/1.jpg""]"
7492,151849,PEXA XR 2.25 MG 30 TB,8699543030289,"[""8699514031260"", ""8699514031260""]","[""images/151849/1.jpg""]"
7493,151850,ABYGA 250 MG 120 TB,8699525019776,"[""8699593015304"", ""8699650012260"", ""8699514011606"", ""8699586013331"", ""8699593015304"", ""8699650012260"", ""8685025010016"", ""8699828091479"", ""8699514011606"", ""8699586013331""]","[""images/151850/1.png""]"
7494,151853,MOLLERS OMEGA 3 LIMON 250 ML,7070866027766,[],"[""images/151853/1.jpg"", ""images/151853/2.jpg"", ""images/151853/3.jpg""]"
7495,151866,ADRENALIN 1 MG 1 MLX10 AMP HVR,8699788750027,[],"[""images/151866/1.jpg"", ""images/151866/2.jpg""]"
7496,151868,PARICAVER 10 MCG 2ML 5 AMP HVR,8680400770691,"[""8680955750056"", ""8681697750212"", ""8699540750043"", ""8699702753059"", ""8699844750916"", ""8699650772690"", ""8699738751159"", ""8699828750697"", ""8680955750056"", ""8681697750212"", ""8699540750043"", ""8699702753059"", ""8699606757290"", ""8699844750916"", ""8699650772690"", ""8699738751159"", ""8699828750697"", ""8682983334031""]","[""images/151868/1.png""]"
7497,151869,PARICAVER 5 MCG 1ML  5 AMP HVR,8680400770684,"[""8681697750205"", ""8699540750036"", ""8699606757283"", ""8699844750909"", ""8699650772683"", ""8699738751142"", ""8699828750680"", ""8681697750205"", ""8699540750036"", ""8699606757283"", ""8699844750909"", ""8699650772683"", ""8699738751142"", ""8699828750680"", ""8682983334024""]","[""images/151869/1.png""]"
7498,151870,AMIKAVER 100 MG 2MLX1 AMP HVR,8699788750089,"[""8681801771003"", ""8681801771003""]","[""images/151870/1.jpg""]"
7499,151871,SELOVITA-C 500MG  ML AMP HVR,8680400770561,"[""8681332750010"", ""8699606756927"", ""8699546755714"", ""8697637750099"", ""8681332750010"", ""8699606756927"", ""8699546755714"", ""8697637750099""]","[""images/151871/1.jpg""]"
7500,151883,ABIZOL 1 MG 150 ML COZELTI,8699540570078,"[""8699536650098"", ""8680683590023"", ""8699543590080"", ""8699536650098"", ""8680683590023"", ""8699543590080""]","[""images/151883/1.png""]"
7501,151885,IMUMAX PASTIL/12 PASTIL,8680176000152,[],"[""images/151885/1.png"", ""images/151885/2.jpg""]"
7502,151903,BONE 25 LI NRKS,8681248444256,[],"[""images/151903/1.jpg""]"
7503,151904,GALOS 100 LU NRKS,8681248444249,[],"[""images/151904/1.jpg""]"
7504,151905,IDRAR TORBASI MUSLUKLU NRKS,8697556005645,[],"[""images/151905/1.jpg""]"
7505,151906,LANCET NRKS,8681999091631,[],"[""images/151906/1.jpg""]"
7506,151907,POMAT KUTUS 500 ML NRKS,8681781699991,[],"[""images/151907/1.jpg""]"
7507,151908,POMAT KUTUS 250 ML NRKS,8681781699984,[],"[""images/151908/1.jpg""]"
7508,151909,POMAT KUTUS 100 ML NRKS,8681781699977,[],"[""images/151909/1.jpg""]"
7509,151910,POMAT KUTUS 50 ML NRKS,8681781699960,[],"[""images/151910/1.jpg""]"
7510,151911,POMAT KUTUSU 20 ML NRKS,8681781699953,[],"[""images/151911/1.jpg""]"
7511,151912,DEMAX BASL. PAKETI 28 TB,8699514091998,"[""8699566091106"", ""8699543091587"", ""8699540090835"", ""8699566091106"", ""8699543091587"", ""8699540090835""]","[""images/151912/1.jpg"", ""images/151912/2.png""]"
7512,151913,DETROITS 25 MG /4 MG 20 TB,8680881099892,"[""8699680091105"", ""8699569092087"", ""8699591090174"", ""8682758020039"", ""8699680091105"", ""8684263090088"", ""8699569092087"", ""8699591090174""]","[""images/151913/1.jpg""]"
7513,151914,"DELODAY PLUS 120/2,5 MG 20 TB",8697927024183,"[""8699514020127"", ""8699514020127""]","[""images/151914/1.jpg""]"
7514,151915,OCEAN GLUKOZAMIN KOMPLEKS 60 TB,8697595872000,[],"[""images/151915/1.png"", ""images/151915/2.jpg""]"
7515,151916,OCEAN NEM KOMPLEKS 30 TB,8697595872017,[],"[""images/151916/1.jpg"", ""images/151916/2.png""]"
7516,151917,OCEAN OSTEOFINE 60 TABLET,8697595871997,[],"[""images/151917/1.png"", ""images/151917/2.png"", ""images/151917/3.jpg""]"
7517,151918,LUCENTIS 10 MG/ML 1 ENJ,8699504770353,[],"[""images/151918/1.png""]"
7518,151927,EL BILEK ATELI ROLL B.PAR D.LI,8699592821241,[],"[""images/151927/1.jpg""]"
7519,151928,SUSTENIUM PLUS 14 SASE,8699832250084,[],"[""images/151928/1.jpg"", ""images/151928/2.png"", ""images/151928/3.png""]"
7520,151929,EL BILEK ATELI ROLL B.PAR D.SIZ,8699592821234,[],"[""images/151929/1.jpg""]"
7521,151930,BIO TORBA INCE 15 MIKRON,8680530661050,[],"[""images/151930/1.gif""]"
7522,151933,BIODER INTIM JEL 200 ML,8680512630005,[],"[""images/151933/1.jpg""]"
7523,151934,TIOFORM DISCAIR 18/12 MCG INH,8697927553799,[],"[""images/151934/1.jpg""]"
7524,151944,EFA POP 60 KAPSUL,7640128141020,[],"[""images/151944/1.jpg""]"
7525,151945,COENZ QH 60 KAPSUL,7640128140412,"[""033984009479"", ""033984009523"", ""7640128140399""]","[""images/151945/1.jpg""]"
7526,151948,SUDA VITAMIN BIOTIN 50 TB.,8681571351993,[],"[""images/151948/1.png""]"
7527,151949,SUDA VITAMIN COENZYME Q10 30 K.,8681571351832,[],"[""images/151949/1.png""]"
7528,151950,SUDA VITAMIN GLUCO.CHOND.MSM 90,8681571351511,[],"[""images/151950/1.png""]"
7529,151952,SUDA VITAMIN MULTIFEM 30 KAP,8681571351719,[],"[""images/151952/1.png""]"
7530,151953,SUDA VITAMIN MULTIMEN 30 KAP,8681571351702,[],"[""images/151953/1.png""]"
7531,151955,SUDA BIOTIC MEN BIOTIC 30 KAP.,8681571351528,[],"[""images/151955/1.png""]"
7532,151956,SUDA BIOTIC FEM BIOTIC 30 KAP.,8681571351504,[],"[""images/151956/1.png""]"
7533,151957,SUDA VITAMIN D3 1000IU 100 TB.,8681571357407,[],"[""images/151957/1.png"", ""images/151957/2.png""]"
7534,151961,SUDA VITAMIN MULTIFEM 50+50 KAP,8681571352013,[],"[""images/151961/1.png""]"
7535,151962,SUDA VITAMIN MULTIMEN 50+50 KAP,8681571352006,[],"[""images/151962/1.png""]"
7536,151963,LUROAN % 0.15 GOZ 20 FLK,8699525618283,"[""8682225810026"", ""8699844611675"", ""8682225810019"", ""8680199619959"", ""8699514610267"", ""8699525618245"", ""8682225810026"", ""8699844611323"", ""8699844611675"", ""8699525610171""]","[""images/151963/1.png""]"
7537,151964,RAGNAR KAPSUL,8681990355053,[],"[""images/151964/1.jpg"", ""images/151964/2.jpg"", ""images/151964/3.jpg"", ""images/151964/4.jpg"", ""images/151964/5.jpg""]"
7538,151970,BIODERMA SEBIUM JEL 200ML,3401353806399,[],"[""images/151970/1.png""]"
7539,151971,BIODERMA SENSIBIO H2O 250ML,3401575390447,[],"[""images/151971/1.jpg""]"
7540,151975,ASTRA TUSS 100 ML SURUP,8681990355633,[],"[""images/151975/1.jpg""]"
7541,151976,NATURALIS MAX 150ML SRP,8681990355060,[],"[""images/151976/1.jpg"", ""images/151976/2.jpg"", ""images/151976/3.jpg""]"
7542,151977,EPAMOR 20 MG 2/ML 5 AMPUL,8699783750190,[],"[""images/151977/1.jpg"", ""images/151977/2.jpg"", ""images/151977/3.png""]"
7543,151978,EPAMOR 50 MG 5 ML,8699783750206,"[""8680955750117"", ""8699702753042"", ""8680955750117"", ""8699702753042""]","[""images/151978/1.jpg"", ""images/151978/2.jpg"", ""images/151978/3.png""]"
7544,151979,MAVIRET 100/40 MG 84 TB,8680656080506,[],"[""images/151979/1.png""]"
7545,151980,"HUMIRA 20 MG/0,2 ML 2 ENJ",8680656080513,"[""8699862950190"", ""8699862950190""]","[""images/151980/1.png""]"
7546,151997,PRIMA AB FIRSAT PAKETI NO2 72LI,8001841588070,[],"[""images/151997/1.jpg""]"
7547,152009,NIVEA YUZ TEMZ SU CIFT FAZL 400,4005900424648,[],"[""images/152009/1.jpg""]"
7548,152010,NIVEA YUZ KREMI BESLEYICI 100ML,4005900897848,[],"[""images/152010/1.jpg""]"
7549,152020,NIVEA SUN SENS PROTECTION SP,4005900615701,[],"[""images/152020/1.jpg""]"
7550,152021,NIVEA SUN ULT SENS SOTHING,4005900385727,[],"[""images/152021/1.jpg""]"
7551,152038,LONQUEX 6 MG/0.6 ML 1 ENJ,8699638955374,[],"[""images/152038/1.png""]"
7552,152043,PASSIFLORA 30 KAPSUL (MIRADERM),8681057001671,[],"[""images/152043/1.jpg""]"
7553,152044,ICATIN 30 MG/ 3ML ENJ,8699844951627,"[""8681735950383"", ""8699606526650"", ""8681735950383"", ""8699715952142"", ""8699606526650""]","[""images/152044/1.jpg"", ""images/152044/2.jpg""]"
7554,152045,LATIXA PR 1000 MG 60 TB,8699832090482,[],"[""images/152045/1.png""]"
7555,152049,GYNO-FEM 600 MG VAJ YUM KAP,8681689328191,"[""8699559900019"", ""8680199906271"", ""8699559900019"", ""8680199906271""]","[""images/152049/1.jpg"", ""images/152049/2.jpg""]"
7556,152053,PROVESS COLLAGEN COMPLEX 60 KAP,8681227011462,[],"[""images/152053/1.jpg"", ""images/152053/2.jpg""]"
7557,152054,PROVESS BETAIN COMPLEX 60 KAP.,8681227011455,[],"[""images/152054/1.png"", ""images/152054/2.jpg""]"
7558,152055,PROVESS CHLORELLA 60 KAP.,8681227011479,[],"[""images/152055/1.png"", ""images/152055/2.png""]"
7559,152056,NEWVIT VITAMIN D3 400 IU SPREY,8682125462080,"[""8699680590028"", ""8697595871379""]","[""images/152056/1.jpg"", ""images/152056/2.jpg""]"
7560,152057,NEWVIT VITAMIN D3 1000 IU SPREY,8682125462028,[],"[""images/152057/1.jpg"", ""images/152057/2.jpg""]"
7561,152058,NEWVIT DEMIR DAMLA 50 ML,8682125462011,[],"[""images/152058/1.jpg"", ""images/152058/2.jpg""]"
7562,152059,NEWVIT SAMB.AFRIKA SARDUN.SURUP,8682125462059,[],"[""images/152059/1.png"", ""images/152059/2.jpg""]"
7563,152060,NEWVIT KEKIK HATMI SURUP 150 ML,8682125462066,[],"[""images/152060/1.png"", ""images/152060/2.jpg""]"
7564,152061,NEWVIT OMEGA-3 SURUP 150 ML,8682125462073,[],"[""images/152061/1.jpg"", ""images/152061/2.png""]"
7565,152062,NEWVIT VITAMIN C CINKO 20 EFERV,8682125462042,[],"[""images/152062/1.png"", ""images/152062/2.jpg""]"
7566,152063,LIGONE RHODIOLA ROSEA COM.30 K,8699216520376,[],"[""images/152063/1.jpg""]"
7567,152064,NEWVIT PROBIYOTIK 30 KAPSUL,8682125462035,[],"[""images/152064/1.png"", ""images/152064/2.jpg""]"
7568,152065,VITAGEN D-RIBOSE 200 GRAM,8681227011202,[],"[""images/152065/1.jpg""]"
7569,152066,VITALLEXX L-GLUTAMINE 630 GRAM,8681227011271,[],"[""images/152066/1.jpg""]"
7570,152067,VITALLEXX L-GLUTAMINE 315 GRAM,8681227011226,[],"[""images/152067/1.jpg""]"
7571,152072,TIOPATI-B 30 TB,8699514093541,[],"[""images/152072/1.png""]"
7572,152074,BEZ TORBA LAMINELI LILA 25 LI,8680530661159,[],"[""images/152074/1.gif""]"
7573,152075,MEDIX FUAR SETI,8680530661111,[],"[""images/152075/1.jpg""]"
7574,152085,UNI BABY SAMPUAN 700 ML,8690530045057,[],"[""images/152085/1.png""]"
7575,152086,UNI BABY BIB EMZIK TEMIZ 500 ML,8692190008830,[],"[""images/152086/1.png""]"
7576,152087,UNI BABY ISLAK MEND AKTIF 3 LU,8690530031364,[],"[""images/152087/1.png""]"
7577,152088,UNI BABY SAMP KOLAY TARA 700 ML,8690530026124,[],"[""images/152088/1.png""]"
7578,152089,UNI BABY SAMP TATLI RUYA 700 ML,8690530045101,[],"[""images/152089/1.png""]"
7579,152093,FUSIX DERMA %2 /20 GR MERHEM,8699525386700,"[""8699828380030"", ""8699514382867"", ""8699569380078"", ""8699828380030"", ""8699514382867"", ""8699569380078""]","[""images/152093/1.png""]"
7580,152096,SEBRALER 50 MCG INH 30 KAP,8699525558916,"[""8699525558923"", ""8681428551286"", ""8699525558923"", ""8681428551286""]","[""images/152096/1.png""]"
7581,152118,OCEAN SELENYUM 200MCG 60 TABLET,8697595871959,[],"[""images/152118/1.png"", ""images/152118/2.jpg""]"
7582,152122,APTAMIL 1 900 GR BIB,8699745020705,[],"[""images/152122/1.png"", ""images/152122/2.png""]"
7583,152123,APTAMIL 2 350 GR,8699745020507,[],"[""images/152123/1.png"", ""images/152123/2.jpg"", ""images/152123/3.png"", ""images/152123/4.jpg""]"
7584,152124,APTAMIL 2 900 GR BIB,8699745020743,[],"[""images/152124/1.png"", ""images/152124/2.png""]"
7585,152126,APTAMIL 3 900 GR BIB-,8699745020781,[],"[""images/152126/1.png"", ""images/152126/2.png""]"
7586,152128,APTAMIL 4 900 GR BIB,8699745020828,[],"[""images/152128/1.jpg"", ""images/152128/2.png""]"
7587,152130,"PASSEAR 45,52 MG KULAK DAM 15ML",8680199624793,[],"[""images/152130/1.png""]"
7588,152141,BEZ TORBA LAMINELI KANVAS 25 LI,8680530661128,[],"[""images/152141/1.jpg""]"
7589,152162,SAMP.J&J VUCUT 500 ML-,3574669908528,[],"[""images/152162/1.jpg""]"
7590,152186,SESU TUY DOK.SPREY BAY 150 ML-,8690605063160,[],"[""images/152186/1.jpg""]"
7591,152194,DETAN BOCEKKIRAN KOPUK 275 ML,8690530030381,[],"[""images/152194/1.png""]"
7592,152197,WELLCARE IMMUNE 15 EFF TB,8699680020013,[],"[""images/152197/1.jpg"", ""images/152197/2.jpg""]"
7593,152198,PROVIM KIDS DAMLA,8699680590080,[],"[""images/152198/1.png"", ""images/152198/2.jpg"", ""images/152198/3.jpg""]"
7594,152200,PROVIM SHAPE 30 KAP,8699680150161,[],"[""images/152200/1.png"", ""images/152200/2.jpg""]"
7595,152209,BEZ TORBA KORUKLU ALPLER 50 LI,8680530661142,[],"[""images/152209/1.jpg""]"
7596,152210,DEFLAGYN VAJINAL JEL AVANTAJ PK,8682205408236,[],"[""images/152210/1.png""]"
7597,152213,MEGA JOINT TIP II COLLAGEN 60TB,8699789004211,[],"[""images/152213/1.jpg"", ""images/152213/2.png""]"
7598,152220,VENATURA SELENYUM 45 TB.,8683229900508,"[""8683229900201""]","[""images/152220/1.jpg""]"
7599,152236,WEE BARDAK KULP PIPET 200ML 170,8690797101701,[],"[""images/152236/1.jpg"", ""images/152236/2.jpg""]"
7600,152237,WEE BARDAK PIPETLI 380ML 171,8690797101718,[],"[""images/152237/1.jpg"", ""images/152237/2.jpg"", ""images/152237/3.jpg"", ""images/152237/4.jpg""]"
7601,152243,ACCU-CHEK INSTANT STRIP 50LI.,4015630066933,[],"[""images/152243/1.jpg"", ""images/152243/2.png""]"
7602,152247,ACCU-CHEK FAST CLIX LANCET 102L,4015630058501,[],"[""images/152247/1.jpg""]"
7603,152262,VISUXL GOZ DAMLA 10 ML,5060361080795,[],"[""images/152262/1.jpg""]"
